gid	mod	cnt
60	2.3.4.4.6.	3
60	2.3.4.5.	3
60	2.3.4.5.5.	1
60	2.3.4.5.5.6.	4
60	2.3.4.5.6.	3
60	2.3.4.5.6.6.	1
60	2.3.4.6.	2
60	2.3.5.	3
60	2.3.5.5.	5
60	2.3.5.5.6.6.	2
60	2.3.5.6.	15
60	2.4.4.	17
60	2.4.4.4.	2
60	2.4.4.4.4.5.	3
60	2.4.4.4.5.	19
60	2.4.4.4.5.5.	2
60	2.4.4.5.5.	3
60	2.4.4.5.5.7.	7
60	2.4.4.5.6.7.	2
60	2.4.5.	7
60	2.4.5.5.	1
60	2.4.5.5.5.6.	1
60	2.4.5.6.	1
60	3.3.	1
60	3.3.3.	3
60	3.3.3.4.	4
60	3.3.3.4.4.5.	3
60	3.3.3.4.5.	2
60	3.3.3.4.5.5.	2
60	3.3.3.4.6.	2
60	3.3.3.5.	2
60	3.3.3.6.6.6.	1
60	3.3.4.	7
60	3.3.4.4.	4
60	3.3.4.4.4.5.	1
60	3.3.4.4.4.6.	1
60	3.3.4.4.5.	3
60	3.3.4.4.5.6.	3
60	3.3.4.4.6.	17
60	3.3.4.5.	1
60	3.3.4.5.5.	1
60	3.3.4.5.5.5.	2
60	3.3.4.5.5.6.6.	1
60	3.3.4.5.5.6.7.	1
60	3.3.4.5.6.	7
60	3.3.4.5.6.7.	1
60	3.3.4.6.	3
60	3.3.5.	1
60	3.3.5.5.6.7.	1
60	3.3.5.6.	2
60	3.3.5.7.	2
60	3.4.4.	1
60	3.4.4.4.	1
60	3.4.4.4.5.5.	1
60	3.4.4.4.5.6.	2
60	3.4.4.4.6.	4
60	3.4.4.5.	2
60	3.4.4.5.5.	3
60	3.4.4.5.5.6.6.	3
60	3.4.4.5.5.6.7.	2
60	3.4.4.5.6.	6
60	3.4.4.5.6.6.	2
60	3.4.4.5.6.6.6.	2
60	3.4.4.5.6.7.	14
60	3.4.4.5.7.	1
60	3.4.4.6.	2
60	3.4.4.6.6.	1
60	3.4.4.6.6.7.	1
60	3.4.5.	2
60	3.4.5.5.	2
60	3.4.5.5.5.5.6.	1
60	3.4.5.5.5.6.7.	1
60	3.4.5.5.6.	6
60	3.4.5.5.7.	1
60	3.4.5.6.	4
60	3.4.5.6.6.	2
60	3.4.5.6.6.6.6.7.	1
60	3.4.5.6.6.7.	9
60	3.4.6.6.6.	1
60	3.4.6.6.7.	1
60	3.4.6.7.	4
60	3.5.5.	2
60	3.5.5.5.5.7.	3
60	3.5.5.5.5.8.	2
60	3.5.5.5.6.7.	10
60	3.5.5.5.6.8.	7
60	3.5.5.6.6.6.6.	3
60	3.5.5.6.6.7.8.	1
60	3.5.5.7.	1
60	4.4.4.	1
60	4.4.4.4.6.7.	6
60	4.4.4.4.7.7.	1
60	4.4.4.5.5.5.6.	1
60	4.4.4.5.5.6.7.	1
60	4.4.4.5.5.7.7.	2
60	4.4.4.5.6.6.7.	1
60	4.4.4.6.	1
60	4.4.4.6.6.6.7.	1
60	4.4.4.6.7.	2
60	4.4.4.6.7.7.8.	1
60	4.4.4.6.8.	2
60	4.4.4.7.	1
60	4.4.5.5.	1
60	4.4.5.5.5.6.6.	2
60	4.4.5.5.5.6.6.7.	1
60	4.4.5.5.5.7.	3
60	4.4.5.5.5.7.7.	1
60	4.4.5.5.5.7.8.	1
60	4.4.5.5.6.	1
60	4.4.5.5.6.6.6.7.	3
60	4.4.5.5.6.7.7.8.	1
60	4.4.5.5.7.	5
60	4.4.5.5.7.7.	1
60	4.4.5.5.7.8.	10
60	4.4.5.6.	3
60	4.4.5.6.6.7.	1
60	4.4.5.6.6.7.7.8.	4
60	4.4.5.6.6.8.	1
60	4.4.5.6.7.	4
60	4.4.5.6.7.7.8.	1
60	4.4.5.7.	1
60	4.4.6.	5
60	4.4.6.6.7.	1
60	4.4.7.7.8.	1
60	4.5.5.5.	2
60	4.5.5.5.6.6.6.6.	6
60	4.5.5.5.6.6.7.8.	4
60	4.5.5.5.6.7.	1
60	4.5.5.5.7.	3
60	4.5.5.5.7.8.	1
60	4.5.5.6.	3
60	4.5.5.6.6.6.7.7.8.	1
60	4.5.5.6.6.6.7.8.	1
60	4.5.5.6.6.7.7.7.8.	2
60	4.5.5.6.6.8.	11
60	4.5.5.6.6.8.8.	2
60	4.5.5.6.7.	8
60	4.5.5.6.7.8.	15
60	4.5.5.7.	1
60	4.5.6.	3
60	4.5.6.6.6.8.	8
60	4.5.6.6.7.	3
60	4.5.6.6.7.7.7.7.9.	54
60	4.5.6.6.7.8.8.	1
60	4.5.6.7.	1
60	4.5.6.7.7.	1
60	4.5.6.8.	1
60	4.5.7.8.	6
60	4.6.6.	11
60	4.6.6.6.8.	1
60	5.5.5.5.5.6.7.8.	3
60	5.5.5.5.6.8.8.	1
60	5.5.5.6.	1
60	5.5.5.6.6.6.7.8.	1
60	5.5.5.6.7.8.	5
60	5.5.5.6.8.	2
60	5.5.5.6.8.8.	3
60	5.5.5.6.8.9.	1
60	5.5.5.7.7.	1
60	5.5.5.8.	2
60	5.5.6.6.6.7.7.7.9.	44
60	5.5.6.6.6.8.	7
60	5.5.6.6.7.8.8.	2
60	5.5.6.6.7.9.9.	11
60	5.5.6.6.8.8.	1
60	5.5.6.7.	4
60	5.5.6.7.8.	1
60	5.5.6.8.	1
60	5.6.6.6.7.	1
60	5.6.6.6.7.8.9.	1
60	5.6.6.6.8.	11
60	5.6.6.6.8.8.	1
60	5.6.6.7.7.9.9.	7
60	5.6.6.7.8.	3
60	5.6.7.7.8.8.	1
60	5.6.7.7.8.9.	1
60	5.6.7.9.	3
60	6.6.6.7.7.9.9.	9
60	6.6.7.7.9.	3
60	6.7.7.7.9.9.	5
61	1.1.2.	1
61	1.1.2.2.	1
61	1.1.2.3.	1
61	1.2.	11
61	1.2.2.	3
61	1.2.2.2.3.3.	1
61	1.2.2.3.	1
61	1.2.2.3.4.	2
61	1.2.2.3.4.5.	1
61	1.2.2.3.5.	1
61	1.2.3.	1
61	1.2.3.3.	1
61	1.2.3.3.4.	2
61	1.2.3.3.4.6.	1
61	1.2.3.4.	3
61	1.2.5.	7
61	1.3.	11
61	1.3.3.3.5.6.	1
61	1.3.3.4.5.5.6.	1
61	1.3.4.	1
61	1.3.5.	1
61	1.4.4.	1
61	2.2.	102
61	2.2.2.2.6.	6
61	2.2.2.3.6.	1
61	2.2.2.6.	3
61	2.2.3.	3
61	2.2.3.3.3.	1
61	2.2.3.3.3.3.	1
61	2.2.3.3.4.	1
61	2.2.3.3.4.6.6.	1
61	2.2.3.3.6.	4
61	2.2.3.3.7.	1
61	2.2.3.4.	2
61	2.2.3.4.5.	3
61	2.2.3.4.6.	3
61	2.2.3.5.5.	3
61	2.2.3.6.	4
61	2.2.4.	1
61	2.2.5.	3
61	2.2.6.	1
61	2.3.	71
61	2.3.3.3.	1
61	2.3.3.3.3.3.6.	3
61	2.3.3.3.3.7.	1
61	2.3.3.3.4.	2
61	2.3.3.3.4.4.	1
61	2.3.3.3.4.7.	2
61	2.3.3.3.5.5.6.	1
61	2.3.3.3.5.6.	2
61	2.3.3.3.5.7.	5
61	2.3.3.3.6.6.	5
61	2.3.3.3.7.	2
61	2.3.3.4.	2
61	2.3.3.4.4.6.	1
61	2.3.3.4.4.7.	3
61	2.3.3.4.5.	2
61	2.3.3.4.5.7.8.	1
61	2.3.3.4.6.	25
61	2.3.3.4.6.6.6.	1
61	2.3.3.5.	1
61	2.3.3.5.5.	2
61	2.3.3.5.6.	14
61	2.3.3.5.7.	4
61	2.3.3.6.	21
61	2.3.3.7.	1
61	2.3.4.4.	1
61	2.3.4.4.4.	1
61	2.3.4.4.5.	2
61	2.3.4.4.5.7.	3
61	2.3.4.4.5.8.	1
61	2.3.4.4.6.7.8.	2
61	2.3.4.4.7.8.	1
61	2.3.4.5.	1
61	2.3.4.5.6.7.	1
61	2.3.4.5.8.	1
61	2.3.4.6.	21
61	2.3.6.	2
61	2.4.	38
61	2.4.5.	5
61	2.4.5.5.	1
61	2.4.6.	1
61	2.5.	12
61	2.5.5.	5
61	2.5.5.6.	1
61	2.5.6.	14
61	2.6.6.	34
61	3.3.	1
61	3.3.3.3.4.4.7.	11
61	3.3.3.3.6.7.	14
61	3.3.3.4.5.5.7.	1
61	3.3.3.4.5.6.	4
61	3.3.3.4.5.7.	1
61	3.3.3.4.6.6.7.	1
61	3.3.3.4.7.	2
61	3.3.3.4.8.	1
61	3.3.3.5.7.	1
61	3.3.3.6.6.	1
61	3.3.3.6.7.	2
61	3.3.4.4.4.4.	12
61	3.3.4.4.4.4.8.	1
61	3.3.4.4.4.5.8.	26
61	3.3.4.4.5.6.7.	2
61	3.3.4.4.5.7.	3
61	3.3.4.4.5.8.	3
61	3.3.4.4.6.6.	1
61	3.3.4.4.6.8.	1
61	3.3.4.4.7.7.8.	20
61	3.3.4.5.5.	1
61	3.3.4.5.5.6.6.6.	1
61	3.3.4.5.5.7.	30
61	3.3.4.5.5.7.9.	2
61	3.3.4.5.6.6.	1
61	3.3.4.5.7.8.	1
61	3.3.4.6.6.7.	7
61	3.3.4.6.7.	1
61	3.3.4.7.	1
61	3.3.5.5.5.9.	1
61	3.3.5.5.6.7.9.	2
61	3.3.5.6.	2
61	3.3.6.	1
61	3.4.	2
61	3.4.4.4.4.4.8.	20
61	3.4.4.4.4.5.	1
61	3.4.4.4.5.5.9.	2
61	3.4.4.4.6.7.7.7.	2
61	3.4.4.4.6.8.	8
61	3.4.4.4.8.	1
61	3.4.4.5.	1
61	3.4.4.5.5.5.9.	28
61	3.4.4.5.5.6.	1
61	3.4.4.5.6.6.6.7.	2
61	3.4.4.5.6.7.9.	2
61	3.4.4.5.7.	1
61	3.4.4.5.9.	1
61	3.4.4.6.6.6.8.	1
61	3.4.4.6.7.	1
61	3.4.4.6.7.8.	1
61	3.4.4.6.8.	1
61	3.4.5.5.5.5.5.7.7.	1
61	3.4.5.5.5.5.6.6.7.	1
61	3.4.5.5.6.8.	1
61	3.4.5.5.7.7.9.	31
61	3.4.5.5.9.	1
61	3.4.5.6.7.	5
61	3.4.6.6.	1
61	3.4.7.	1
61	3.5.	4
61	3.5.5.	1
61	3.5.6.	1
61	3.5.6.6.	2
61	3.5.7.	1
61	3.6.	7
61	3.6.6.	5
61	3.6.7.	1
61	4.4.	1
61	4.4.4.4.5.9.	1
61	4.4.4.5.5.6.9.	1
61	4.4.4.6.7.7.8.	5
61	4.4.4.6.8.	3
61	4.4.5.5.5.8.	1
61	4.4.5.5.6.6.6.7.7.	2
61	4.4.5.5.6.6.9.	1
61	4.4.5.5.7.9.	2
61	4.4.5.6.6.8.	3
61	4.4.5.6.7.8.	6
61	4.4.5.6.7.9.	1
61	4.4.5.6.8.	1
61	4.4.6.	1
61	4.5.	1
61	4.5.5.5.6.7.7.7.7.	15
61	4.5.5.6.6.7.9.	1
61	4.5.5.7.7.9.	7
61	4.5.6.	1
61	4.5.7.	1
61	4.6.	1
61	4.6.6.	1
61	4.6.6.6.	3
61	4.6.6.7.	1
61	4.6.7.	1
61	4.6.7.7.	7
61	5.5.5.5.6.7.9.	1
61	5.5.5.6.7.7.9.	31
61	5.5.6.	1
61	5.5.7.	1
61	5.6.6.	2
61	5.6.7.	5
61	5.7.7.	16
62	1.1.3.	4
62	1.2.	8
62	1.2.2.	1
62	1.2.3.	4
62	1.2.3.3.	3
62	1.2.4.	4
62	1.2.4.5.	1
62	1.2.5.5.	1
62	1.3.3.4.4.	1
62	1.3.4.	2
62	1.3.5.6.	2
62	1.4.5.	2
62	2.2.	25
62	2.2.2.	4
62	2.2.2.2.5.	3
62	2.2.2.5.	1
62	2.2.3.	2
62	2.2.3.3.3.5.	1
62	2.2.3.3.4.6.	2
62	2.2.3.3.5.	1
62	2.2.3.4.	1
62	2.2.4.	6
62	2.2.4.4.	2
62	2.2.4.4.5.7.	1
62	2.2.4.5.	1
62	2.2.4.5.5.7.	1
62	2.2.4.5.6.	1
62	2.2.4.6.	1
62	2.2.5.	79
62	2.3.	3
62	2.3.3.	17
62	2.3.3.4.	3
62	2.3.3.4.4.	1
62	2.3.3.4.4.4.	2
62	2.3.3.4.5.5.7.	1
62	2.3.3.4.6.	1
62	2.3.3.5.	8
62	2.3.3.5.5.6.6.	1
62	2.3.3.6.	3
62	2.3.4.	9
62	2.3.4.4.	1
62	2.3.4.4.6.	2
62	2.3.4.4.6.6.7.	1
62	2.3.4.5.	3
62	2.3.4.5.5.7.	2
62	2.3.4.6.	1
62	2.3.5.	44
62	2.3.5.5.5.8.	2
62	2.3.5.5.6.	3
62	2.3.5.6.6.8.	1
62	2.3.5.7.	1
62	2.3.6.	3
62	2.3.6.6.7.	1
62	2.3.6.6.8.	1
62	2.3.6.7.	1
62	2.4.	37
62	2.4.4.	1
62	2.4.4.4.	1
62	2.4.4.4.5.	1
62	2.4.4.4.5.6.	2
62	2.4.4.4.5.6.6.	1
62	2.4.4.5.	13
62	2.4.4.5.5.	1
62	2.4.4.5.7.	6
62	2.4.5.	1
62	2.4.5.5.	4
62	2.4.5.5.6.	1
62	2.4.5.5.6.7.7.	3
62	2.4.5.6.	8
62	2.4.6.	6
62	2.4.6.6.	3
62	2.4.6.7.	13
62	2.4.6.7.7.	4
62	2.5.5.	1
62	2.5.5.7.7.8.	1
62	2.5.6.	1
62	3.3.3.	3
62	3.3.3.4.5.6.	1
62	3.3.3.5.	1
62	3.3.3.5.7.	1
62	3.3.4.	8
62	3.3.4.4.4.5.	1
62	3.3.4.4.4.6.	2
62	3.3.4.4.5.	6
62	3.3.4.4.5.6.	2
62	3.3.4.4.5.6.6.	1
62	3.3.4.4.5.6.7.	7
62	3.3.4.4.5.7.	17
62	3.3.4.5.	12
62	3.3.4.5.5.6.	3
62	3.3.4.5.5.6.8.	1
62	3.3.4.5.5.7.	13
62	3.3.4.5.6.6.7.	1
62	3.3.4.5.6.7.	1
62	3.3.4.5.6.7.8.	1
62	3.3.4.6.	59
62	3.3.5.	2
62	3.3.5.5.5.6.6.7.	1
62	3.3.5.5.6.	1
62	3.3.6.	2
62	3.3.6.6.	2
62	3.3.6.6.7.	1
62	3.3.6.8.	1
62	3.4.	1
62	3.4.4.	5
62	3.4.4.4.4.	1
62	3.4.4.4.4.5.	1
62	3.4.4.4.4.8.	1
62	3.4.4.4.5.5.8.	1
62	3.4.4.4.5.6.	2
62	3.4.4.4.6.	1
62	3.4.4.4.6.7.7.8.	1
62	3.4.4.5.	2
62	3.4.4.5.5.7.	3
62	3.4.4.5.5.7.7.	1
62	3.4.4.5.6.	1
62	3.4.4.5.6.6.	1
62	3.4.4.5.6.7.	1
62	3.4.4.5.7.	2
62	3.4.4.6.	6
62	3.4.4.6.7.7.	1
62	3.4.5.	3
62	3.4.5.5.	2
62	3.4.5.5.5.	2
62	3.4.5.5.5.5.	2
62	3.4.5.5.5.6.	1
62	3.4.5.5.5.6.7.7.	2
62	3.4.5.5.6.8.	3
62	3.4.5.6.	6
62	3.4.5.6.7.	5
62	3.4.6.	2
62	3.4.6.6.	1
62	3.4.6.6.9.	1
62	3.4.6.7.	2
62	3.4.6.7.8.	1
62	3.4.7.	2
62	3.4.7.7.7.9.	1
62	3.5.	1
62	3.5.5.5.5.6.8.	4
62	3.5.5.5.5.7.	1
62	3.5.5.5.6.6.7.	1
62	3.5.5.5.7.7.8.	1
62	3.5.5.6.	12
62	3.5.5.6.6.	1
62	3.5.5.6.7.	3
62	3.5.5.7.	2
62	3.5.5.7.7.	1
62	3.5.5.7.7.8.	10
62	3.5.6.6.6.6.7.7.	1
62	3.5.6.6.6.8.	2
62	3.5.6.7.	1
62	3.5.6.7.8.	4
62	3.5.7.	1
62	3.5.7.8.	1
62	3.6.6.	2
62	3.6.6.6.7.7.9.	1
62	4.4.4.4.5.6.	2
62	4.4.4.4.6.7.8.	2
62	4.4.4.5.5.	1
62	4.4.4.5.5.6.	7
62	4.4.4.5.5.6.8.	15
62	4.4.4.5.5.7.8.	3
62	4.4.4.5.5.8.	6
62	4.4.4.5.5.9.	1
62	4.4.4.5.6.6.7.7.	1
62	4.4.4.5.6.6.8.	13
62	4.4.4.5.6.7.7.	1
62	4.4.4.5.6.7.8.	1
62	4.4.4.5.7.	1
62	4.4.4.5.8.	1
62	4.4.4.6.6.7.8.	5
62	4.4.4.6.7.	1
62	4.4.4.7.	1
62	4.4.5.5.5.	1
62	4.4.5.5.5.6.	1
62	4.4.5.5.5.6.7.7.	1
62	4.4.5.5.5.6.8.	1
62	4.4.5.5.5.6.9.	1
62	4.4.5.5.5.8.	1
62	4.4.5.5.6.6.	2
62	4.4.5.5.6.6.9.	1
62	4.4.5.5.6.7.8.	6
62	4.4.5.5.6.8.	1
62	4.4.5.5.7.8.	3
62	4.4.5.6.	2
62	4.4.5.6.6.	2
62	4.4.5.6.6.7.9.	1
62	4.4.5.6.7.9.	1
62	4.4.5.7.	2
62	4.4.6.6.6.	2
62	4.4.6.7.7.	1
62	4.4.7.	2
62	4.5.5.5.	1
62	4.5.5.5.6.6.	1
62	4.5.5.5.6.6.8.	1
62	4.5.5.5.6.7.9.	6
62	4.5.5.5.6.8.	1
62	4.5.5.5.7.8.8.9.	1
62	4.5.5.5.8.	1
62	4.5.5.6.	1
62	4.5.5.6.6.6.6.	1
62	4.5.5.6.6.6.9.	21
62	4.5.5.6.6.7.7.	1
62	4.5.5.6.6.7.9.	9
62	4.5.5.6.7.8.8.9.	2
62	4.5.5.7.	1
62	4.5.5.7.7.7.9.	1
62	4.5.6.6.6.6.7.7.7.	1
62	4.5.6.6.6.6.9.	2
62	4.5.6.6.6.7.7.	2
62	4.5.6.6.6.7.7.7.7.	1
62	4.5.6.6.6.9.	2
62	4.5.6.6.7.7.10.	1
62	4.5.6.6.7.8.	1
62	4.5.6.7.	2
62	4.5.6.7.8.	1
62	4.5.7.8.8.	1
62	4.6.6.6.6.6.7.8.8.	1
62	4.6.6.6.6.7.8.	1
62	4.6.6.6.6.9.	1
62	4.6.6.6.7.7.9.	3
62	4.6.6.6.7.8.8.10.	23
62	4.6.6.6.8.	1
62	4.6.6.7.	2
62	4.6.6.7.7.9.	2
62	4.6.6.8.	1
62	4.6.7.7.	1
62	4.6.7.7.9.	3
62	4.6.7.8.8.9.	2
62	4.7.8.8.8.10.	1
62	5.5.5.5.5.7.9.	5
62	5.5.5.5.6.7.7.7.7.	1
62	5.5.5.5.6.7.9.	4
62	5.5.5.5.8.	1
62	5.5.5.6.6.7.7.	5
62	5.5.5.6.6.7.7.7.7.	1
62	5.5.5.6.6.7.7.7.8.8.	3
62	5.5.5.6.6.7.9.	7
62	5.5.5.6.7.7.9.	20
62	5.5.5.8.	1
62	5.5.6.6.6.7.9.	10
62	5.5.6.6.6.9.	2
62	5.5.6.6.7.7.8.10.	2
62	5.5.6.6.8.	1
62	5.5.6.7.7.7.	1
62	5.5.6.7.8.	1
62	5.5.6.7.8.8.10.	1
62	5.5.6.8.	1
62	5.5.7.	1
62	5.5.7.7.	1
62	5.5.7.7.7.9.	1
62	5.5.7.7.8.	2
62	5.6.6.6.6.7.10.	5
62	5.6.6.6.7.	1
62	5.6.6.6.7.7.7.8.8.8.	9
62	5.6.6.7.	2
62	5.6.6.7.7.7.10.	3
62	5.6.6.7.7.8.8.10.	42
62	5.6.6.7.8.8.10.	1
62	5.6.7.7.7.9.	2
62	5.6.7.7.8.8.	1
62	5.6.7.8.8.8.10.	9
62	5.6.8.8.8.	1
62	5.7.7.7.7.	1
62	5.7.7.7.8.10.	4
62	6.6.6.6.7.8.8.10.	27
62	6.6.7.8.	8
62	6.7.7.8.8.8.	3
63	1.2.	5
63	1.2.2.	1
63	1.2.3.	2
63	1.2.3.3.4.5.	1
63	1.2.3.4.5.	1
63	1.2.4.	13
63	1.3.	2
63	1.3.3.	1
63	1.3.3.4.	1
63	1.3.4.	1
63	1.3.4.5.	1
63	1.3.5.	2
63	2.2.	20
63	2.2.2.2.5.	1
63	2.2.2.3.3.4.	1
63	2.2.2.4.	1
63	2.2.2.5.	3
63	2.2.3.	1
63	2.2.3.3.3.5.	1
63	2.2.3.3.4.	1
63	2.2.3.3.6.	2
63	2.2.3.4.	1
63	2.2.3.4.6.	3
63	2.2.3.5.	4
63	2.2.4.	7
63	2.2.4.5.	4
63	2.2.4.6.	1
63	2.2.5.	86
63	2.3.	5
63	2.3.3.	1
63	2.3.3.3.3.5.	1
63	2.3.3.3.4.6.	1
63	2.3.3.3.6.	1
63	2.3.3.4.4.4.5.	1
63	2.3.3.4.4.6.	1
63	2.3.3.4.4.7.	1
63	2.3.3.4.6.	1
63	2.3.3.4.7.	2
63	2.3.3.5.	1
63	2.3.3.6.	42
63	2.3.4.	8
63	2.3.4.4.4.	1
63	2.3.4.4.4.6.	1
63	2.3.4.4.4.7.	1
63	2.3.4.4.5.7.	1
63	2.3.4.4.7.	3
63	2.3.4.5.	6
63	2.3.4.5.6.	2
63	2.3.4.5.7.	1
63	2.3.4.6.	24
63	2.3.5.	15
63	2.3.5.6.	1
63	2.3.6.	16
63	2.4.	6
63	2.4.4.4.	1
63	2.4.4.4.4.7.	4
63	2.4.4.4.7.	1
63	2.4.4.5.	1
63	2.4.4.5.5.5.8.	1
63	2.4.4.5.7.	10
63	2.4.4.5.7.7.	3
63	2.4.4.5.8.	6
63	2.4.4.6.	5
63	2.4.5.5.7.	1
63	2.4.5.5.8.	4
63	2.4.5.7.	3
63	2.4.6.	1
63	2.5.	49
63	2.5.6.	4
63	3.3.3.4.4.6.	3
63	3.3.3.4.5.7.	4
63	3.3.3.4.7.	1
63	3.3.3.5.	2
63	3.3.3.5.5.7.	1
63	3.3.3.6.	10
63	3.3.4.	9
63	3.3.4.4.5.	1
63	3.3.4.4.5.5.6.	1
63	3.3.4.4.5.5.7.	1
63	3.3.4.4.5.6.7.	1
63	3.3.4.4.5.7.	5
63	3.3.4.4.6.8.	24
63	3.3.4.4.8.	1
63	3.3.4.5.5.5.5.6.	1
63	3.3.4.5.5.7.	4
63	3.3.4.5.5.8.	28
63	3.3.4.5.6.	1
63	3.3.4.5.8.	1
63	3.3.4.6.	4
63	3.3.4.6.7.	1
63	3.3.4.7.	20
63	3.3.5.	2
63	3.3.5.6.	2
63	3.3.5.7.	2
63	3.3.6.	1
63	3.4.4.4.5.6.8.	1
63	3.4.4.4.5.7.	1
63	3.4.4.4.5.8.	1
63	3.4.4.4.8.	1
63	3.4.4.5.	2
63	3.4.4.5.5.5.7.7.	1
63	3.4.4.5.5.5.8.	3
63	3.4.4.5.5.6.8.	1
63	3.4.4.5.6.	1
63	3.4.4.5.7.	2
63	3.4.4.5.8.	5
63	3.4.4.6.	3
63	3.4.4.6.7.	1
63	3.4.4.7.	40
63	3.4.5.	1
63	3.4.5.5.5.8.8.	1
63	3.4.5.5.6.8.9.	2
63	3.4.5.5.8.	5
63	3.4.5.5.9.	2
63	3.4.5.6.6.6.8.9.	1
63	3.4.5.6.7.	1
63	3.4.5.6.7.8.	1
63	3.4.5.6.8.	8
63	3.4.5.7.	5
63	3.4.5.7.8.	1
63	3.4.6.	7
63	3.4.7.	2
63	3.5.5.5.	1
63	3.5.5.5.8.	2
63	3.5.5.5.9.	1
63	3.5.5.6.6.8.9.	1
63	3.5.5.7.7.	1
63	3.5.5.7.8.	2
63	3.5.6.	5
63	3.5.6.7.	1
63	3.5.6.7.8.	1
63	3.6.6.	5
63	3.6.6.7.	1
63	4.4.4.4.5.8.	2
63	4.4.4.5.5.6.6.6.	2
63	4.4.4.5.5.6.7.8.	3
63	4.4.4.5.5.8.	6
63	4.4.4.5.6.8.	5
63	4.4.4.5.6.8.8.	1
63	4.4.4.5.6.9.	41
63	4.4.4.5.7.8.9.	1
63	4.4.4.5.8.	1
63	4.4.4.6.	1
63	4.4.5.5.5.6.6.7.8.	1
63	4.4.5.5.5.7.7.9.	1
63	4.4.5.5.5.7.8.9.	1
63	4.4.5.5.5.8.	2
63	4.4.5.5.5.9.	29
63	4.4.5.5.6.6.6.8.8.	1
63	4.4.5.5.6.6.7.9.	2
63	4.4.5.5.6.7.7.	1
63	4.4.5.5.6.9.	1
63	4.4.5.5.7.9.	1
63	4.4.5.5.8.	1
63	4.4.5.5.9.	2
63	4.4.5.6.6.6.7.9.	1
63	4.4.5.6.6.8.8.9.	1
63	4.4.5.6.8.	1
63	4.4.5.7.	1
63	4.4.5.7.8.	1
63	4.4.5.8.	1
63	4.4.6.6.	2
63	4.4.6.6.9.	4
63	4.4.6.7.	1
63	4.4.6.8.	1
63	4.5.5.5.6.7.8.9.	1
63	4.5.5.6.	3
63	4.5.5.6.6.7.8.9.10.	1
63	4.5.5.6.6.9.10.	1
63	4.5.5.6.7.9.9.10.	4
63	4.5.5.6.8.8.9.	1
63	4.5.5.8.	3
63	4.5.6.6.	1
63	4.5.6.6.6.7.8.9.10.	1
63	4.5.6.6.6.9.10.	1
63	4.5.6.6.8.9.	1
63	4.5.6.6.8.9.10.	1
63	4.5.6.6.9.	9
63	4.5.6.7.9.	1
63	4.5.7.	3
63	4.5.8.	1
63	4.6.6.6.	5
63	4.6.6.8.8.9.	1
63	4.6.6.8.9.	1
63	5.5.5.5.5.6.7.7.9.	11
63	5.5.5.5.6.6.7.7.9.	7
63	5.5.5.5.6.7.7.7.10.	51
63	5.5.5.5.6.9.10.	2
63	5.5.5.5.6.9.9.	3
63	5.5.5.6.6.6.6.7.7.9.	1
63	5.5.5.6.6.6.7.7.10.	40
63	5.5.5.6.6.6.7.8.9.9.	1
63	5.5.5.6.6.7.8.9.10.	2
63	5.5.6.6.6.9.9.10.	3
63	5.5.6.6.8.10.	1
63	5.5.6.7.9.10.	1
63	5.5.6.9.	2
63	5.5.7.7.9.10.	1
63	5.5.7.8.8.	1
63	5.5.8.	2
63	5.6.6.6.6.7.7.7.9.11.	1
63	5.6.6.6.7.10.10.11.	9
63	5.6.6.6.7.7.8.8.10.11.	44
63	5.6.6.7.9.10.11.	1
63	5.6.6.8.8.9.	1
63	5.6.6.8.9.9.10.	1
63	5.6.6.9.9.	1
63	5.6.7.9.10.	1
63	6.6.6.6.6.7.7.8.8.10.10.	22
63	6.6.6.6.6.7.8.8.10.11.	55
63	6.6.7.8.10.10.11.	3
63	6.7.7.10.10.11.	1
63	6.7.8.8.10.	2
64	1.1.1.	1
64	1.1.2.	1
64	1.1.2.2.2.4.	1
64	1.2.	11
64	1.2.2.	2
64	1.2.3.	3
64	1.2.3.3.	3
64	1.2.3.3.3.4.4.4.	1
64	1.2.3.3.4.	1
64	1.2.3.4.	1
64	1.2.4.	8
64	1.3.	4
64	1.3.3.	1
64	1.3.3.3.	1
64	1.3.3.3.3.4.5.5.	1
64	1.3.3.4.	3
64	1.3.3.4.4.5.	2
64	1.3.3.5.	1
64	1.3.4.	2
64	1.3.4.4.	1
64	1.3.4.5.	2
64	1.3.4.5.6.	1
64	1.4.	2
64	1.4.4.5.5.5.	1
64	2.2.	38
64	2.2.2.	12
64	2.2.2.2.6.	4
64	2.2.2.3.4.5.5.	1
64	2.2.2.3.6.	1
64	2.2.2.6.	12
64	2.2.3.	9
64	2.2.3.3.3.	1
64	2.2.3.3.4.4.5.	1
64	2.2.3.3.4.6.	1
64	2.2.3.3.5.	1
64	2.2.3.3.5.7.	2
64	2.2.3.3.6.	2
64	2.2.3.4.	1
64	2.2.3.4.4.4.4.5.	1
64	2.2.3.4.5.5.	1
64	2.2.3.4.6.	2
64	2.2.3.4.6.7.	2
64	2.2.3.5.	3
64	2.2.3.5.5.	1
64	2.2.3.7.	3
64	2.2.4.	6
64	2.2.4.4.4.	3
64	2.2.4.4.4.6.	1
64	2.2.4.5.	1
64	2.2.4.5.5.	1
64	2.2.5.5.	1
64	2.2.6.	41
64	2.3.	15
64	2.3.3.	18
64	2.3.3.3.	2
