5	1/0.1/3.2/1.2/2.2/3.	1.1.1.1.2.3.	66
5	1/0.2/0.2/0.2/0.3/0.		66
6	0/2.1/3.2/2.2/4.3/3.4/0.	2.4.4.4.	66
3	0/4.1/1.1/4.	1.1.1.2.2.2.	65
3	1/1.1/2.2/1.	1.3.	65
4	1/2.1/3.2/2.2/3.	1.1.1.3.4.	65
9	1/3.2/2.3/0.3/2.3/4.4/2.4/2.4/2.4/3.	2.3.3.4.4.4.	65
3	0/1.1/2.1/2.	1.2.2.	64
3	0/2.1/1.1/1.	1.1.2.	64
5	0/2.1/0.1/1.1/2.1/2.	1.1.1.2.2.	64
5	0/1.1/0.1/2.1/4.3/2.	2.2.2.3.	63
8	1/2.2/2.3/1.3/1.3/2.3/3.5/2.6/1.	4.4.6.	63
3	1/1.1/2.2/0.	1.2.	62
4	0/1.1/0.1/1.2/0.	1.1.	62
2	1/1.1/3.	1.1.1.1.	61
3	1/0.1/4.2/2.	1.1.2.2.	61
3	2/1.2/2.2/2.	1.1.1.2.	61
4	2/0.2/0.2/1.2/1.	2	61
7	2/0.2/2.3/0.3/0.3/2.3/3.4/2.	2.3.4.	61
4	1/0.1/2.1/2.3/0.	2.2.	60
6	0/1.1/1.1/1.1/1.1/2.2/2.	1.2.2.3.	60
2	1/2.1/3.	1.2.2.	59
3	0/1.1/1.1/4.	1.1.1.1.2.	59
5	0/2.1/1.1/1.1/1.1/1.	1.2.3.	59
4	0/1.0/2.0/2.0/3.	2.3.3.	58
4	1/1.1/1.2/0.2/1.	1.1.1.	58
5	0/1.2/2.2/3.2/3.2/4.	1.2.3.3.4.	58
6	1/1.1/2.1/2.2/1.2/3.3/1.	1.1.2.3.3.	58
7	1/1.2/1.2/1.2/2.2/2.2/3.3/0.	2.4.4.	58
8	2/1.2/1.3/0.3/2.4/0.4/0.4/1.4/1.	3.3.	58
4	0/1.2/1.2/1.2/2.	2.3.	57
4	1/0.1/0.2/0.2/0.		57
4	1/2.2/0.2/1.3/2.	1.2.2.	57
5	0/2.1/0.1/1.1/1.1/1.	1.2.2.	57
6	0/1.0/1.0/3.1/3.1/4.2/4.	1.1.2.3.3.3.3.	57
6	1/2.1/2.1/2.2/1.2/3.3/1.	1.1.1.2.2.4.	57
2	1/0.1/3.	1.1.1.	56
4	1/2.1/3.1/4.3/4.	3.3.3.4.	56
8	1/1.1/2.2/1.2/1.2/1.2/3.2/3.2/3.	1.2.2.2.3.5.	56
3	0/1.1/1.1/1.	1.1.1.	55
4	1/2.1/3.1/4.3/4.	1.1.1.2.2.2.4.	55
5	1/0.2/2.3/0.3/0.3/1.	1.2.	55
9	3/1.3/1.3/1.4/0.4/0.4/1.4/2.5/1.6/2.	4.5.	55
11	3/1.4/2.4/2.4/3.5/0.5/1.6/0.6/1.6/2.6/3.9/1.	5.5.6.	54
3	0/2.1/0.1/2.	1.1.2.	54
3	1/1.1/4.2/3.	1.1.1.2.3.	54
4	1/0.2/0.2/0.3/0.		54
4	1/2.1/3.2/3.2/3.	2.2.2.2.3.	54
8	2/2.2/2.3/1.3/1.3/2.4/2.5/2.6/1.	3.4.6.	53
8	1/2.2/1.2/2.2/2.3/2.3/2.3/3.4/3.	2.5.5.5.	52
3	0/2.1/0.1/4.	1.1.1.1.2.	51
6	1/0.1/2.1/2.1/2.2/0.2/1.	1.2.4.	51
3	0/2.1/2.1/3.	1.1.2.3.	50
4	0/1.1/1.1/1.2/1.	1.3.	50
4	0/1.1/2.1/3.2/2.	1.2.2.3.	50
4	1/2.2/0.2/4.3/3.	2.2.2.3.	50
5	0/2.0/3.1/1.1/3.2/1.	2.2.3.3.	50
6	1/0.1/1.1/2.2/1.2/1.3/4.	1.1.2.2.3.	50
7	1/1.1/2.2/1.3/1.3/2.3/2.5/3.	3.4.5.	50
8	1/1.1/2.1/2.1/2.2/1.2/2.2/2.2/3.	1.2.3.3.6.	50
10	2/2.3/2.3/3.4/2.5/0.5/1.5/3.5/4.6/1.6/2.	2.4.6.8.	49
3	0/1.0/1.0/3.	1.1.1.2.	49
3	0/2.1/0.1/1.	1.1.1.	49
3	2/2.2/3.2/4.	1.2.3.3.	49
4	0/1.1/1.1/1.2/1.	1.1.2.	49
4	0/1.1/1.1/2.2/1.	1.1.3.	49
4	0/1.1/2.1/2.2/2.	1.2.4.	49
6	1/1.1/2.1/2.2/0.2/2.3/1.	1.3.4.	49
7	2/1.2/2.3/0.3/2.4/0.4/1.4/2.	2.3.3.	49
8	2/1.2/1.3/0.3/1.3/1.3/2.4/0.4/1.	3.4.	49
10	3/2.4/0.4/1.4/1.4/2.4/2.5/0.5/1.5/2.6/2.	3.4.6.	48
2	0/2.0/6.	1.1.1.1.1.1.2.	48
3	1/1.1/1.2/2.	1.1.2.	48
4	0/1.0/3.1/1.1/1.	1.1.2.2.	48
5	0/1.1/1.1/1.2/1.2/2.	1.1.4.	48
5	0/3.1/0.1/4.2/1.2/3.	1.3.3.4.	48
5	1/0.1/0.2/0.2/0.4/0.		48
6	1/0.2/0.3/0.3/0.3/0.4/0.		48
7	0/2.1/2.1/3.1/3.1/3.2/2.2/4.	1.1.3.3.3.4.4.	48
9	3/1.3/1.4/1.4/1.5/0.5/1.5/1.5/1.6/2.	3.6.	48
11	4/2.5/0.5/1.5/1.5/1.5/2.5/2.6/0.6/2.7/2.9/1.	4.4.6.	47
3	0/1.1/2.1/3.	1.1.2.2.	47
5	1/0.2/0.2/1.2/2.3/1.	1.3.	47
7	1/2.2/2.2/2.2/3.3/1.4/1.4/2.	1.1.1.2.3.5.	47
9	2/1.4/0.4/1.4/2.5/0.5/1.5/1.5/1.6/2.	4.5.	47
10	1/1.2/1.3/2.3/3.4/1.4/2.4/3.4/4.5/4.6/2.	4.6.6.7.	46
3	0/2.1/0.1/2.	1.1.1.1.	46
4	1/1.1/2.2/2.2/2.	2.2.3.	46
5	1/1.1/2.2/0.2/0.2/2.	1.1.3.	46
6	0/2.1/1.1/1.2/1.2/2.2/2.	2.3.4.	46
6	1/0.2/2.2/2.2/3.3/2.4/3.	1.3.4.4.	46
8	1/1.1/2.1/2.1/3.2/1.2/2.3/2.3/2.	1.2.3.3.6.	46
3	0/1.0/1.0/4.	1.1.2.2.	45
3	0/1.1/0.1/2.	1.1.1.	45
3	0/1.1/2.1/2.	1.1.1.2.	45
4	2/0.2/0.3/0.3/0.		45
5	1/1.2/1.2/1.2/3.3/2.	1.1.2.4.	45
6	0/1.2/0.2/2.3/1.3/3.4/3.	3.3.4.	45
8	1/0.1/1.1/1.1/2.2/1.2/1.3/1.3/2.	1.2.3.3.	45
3	0/2.0/2.0/4.	2.2.2.2.	44
3	1/1.1/3.2/0.	1.1.2.	44
3	2/3.2/4.2/4.	2.2.2.2.3.	44
7	1/2.1/2.2/2.2/3.2/3.3/2.3/2.	1.2.3.4.6.	44
8	1/0.1/1.1/1.1/2.2/1.2/1.2/1.2/2.	1.2.3.3.	44
10	3/1.3/2.3/2.3/3.4/0.4/1.5/0.5/1.5/2.5/3.	5.5.5.	43
3	1/0.1/2.2/2.	1.1.2.	43
3	1/1.1/2.2/2.	1.2.2.	43
5	0/1.0/2.0/2.0/4.0/5.	1.1.1.2.2.3.4.	43
7	0/2.1/1.1/1.1/2.1/3.2/2.4/2.	2.2.2.3.4.	43
9	1/2.1/3.2/2.3/1.3/2.3/4.4/1.4/2.5/3.	2.4.6.8.	43
3	0/1.1/0.1/3.	1.1.2.	42
3	1/0.1/2.2/3.	1.2.2.	42
3	1/1.1/2.2/2.	1.1.3.	42
3	1/1.1/3.2/1.	1.1.1.2.	42
3	1/2.1/3.2/2.	1.2.2.2.	42
4	0/1.0/1.0/2.0/3.	1.1.1.1.1.2.	42
4	0/1.1/3.1/4.2/1.	1.1.1.2.2.2.	42
4	0/2.1/0.1/1.2/3.	1.1.1.3.	42
5	0/1.0/2.1/1.1/1.2/0.	1.2.2.	42
5	0/1.1/3.1/3.1/5.3/4.	3.3.3.3.4.	42
6	1/1.1/3.2/0.2/0.2/1.4/1.	1.1.2.2.	42
7	2/1.2/2.2/2.3/0.3/2.3/2.3/3.	2.2.4.4.	42
8	2/1.3/0.3/1.3/2.4/0.4/1.4/1.5/1.	3.4.	42
3	0/2.1/2.1/3.	1.1.1.2.2.	41
4	1/0.1/2.1/3.3/4.	1.2.3.3.	41
5	0/1.0/1.0/1.1/3.1/3.	1.1.2.2.3.	41
5	0/1.1/0.1/2.2/1.2/2.	2.4.	41
6	1/0.1/2.1/3.2/2.2/3.3/0.	1.1.2.2.4.	41
6	1/1.1/1.2/0.2/1.2/2.2/2.	1.1.2.3.	41
7	0/2.1/1.1/1.1/2.1/3.2/2.4/2.	1.1.3.4.4.	41
9	3/1.3/1.4/0.4/0.4/1.4/2.5/0.5/1.6/2.	4.4.	41
4	0/1.2/0.2/2.2/2.	2.3.	40
4	2/1.2/3.2/3.2/3.	1.2.3.4.	40
6	0/2.1/1.1/1.2/0.2/1.4/1.	1.1.1.3.	40
7	1/3.3/1.3/1.3/2.3/2.4/0.5/1.	2.3.5.	40
3	0/1.1/2.1/3.	1.1.1.3.	39
3	0/1.1/3.1/3.	1.1.1.2.2.	39
3	1/0.1/2.2/3.	1.1.1.2.	39
4	1/3.2/1.2/3.3/2.	1.2.3.3.	39
5	0/1.0/1.0/2.1/0.1/1.	1.1.1.2.	39
5	0/1.1/0.1/1.1/2.3/0.	2.2.	39
5	1/0.1/1.1/2.1/3.4/0.	2.2.2.	39
5	1/0.2/0.2/0.3/0.4/0.		39
5	1/1.1/1.1/1.2/1.3/1.	2.3.	39
7	1/1.1/1.2/1.2/2.2/2.3/1.3/1.	1.1.2.5.	39
7	1/1.1/2.2/2.2/3.2/3.3/2.3/2.	1.1.2.5.6.	39
7	1/2.2/2.2/3.3/2.4/1.4/2.4/2.	3.3.4.4.	39
8	2/2.2/3.2/3.3/2.4/1.4/2.4/3.5/1.	3.4.4.6.	39
4	0/1.0/1.1/0.1/1.	1.2.	38
4	0/1.0/3.1/1.1/2.	1.1.1.2.2.	38
5	0/1.0/1.0/2.0/3.0/3.	1.2.2.2.3.	38
5	1/1.1/1.2/0.2/1.2/1.	4	38
6	1/0.1/1.3/0.3/1.3/2.3/2.	2.2.2.	38
6	1/1.1/2.2/2.2/2.3/0.3/1.	2.2.4.	38
7	2/0.2/1.3/0.3/2.4/1.4/2.4/2.	2.3.3.	38
8	3/1.3/2.4/1.4/1.4/1.5/2.5/2.6/0.	3.3.4.	38
3	0/2.0/2.0/2.	3.3.	37
3	0/4.1/0.1/2.	1.1.1.1.2.	37
3	1/2.1/3.2/1.	1.1.2.2.	37
3	1/3.1/3.2/5.	1.1.1.2.3.3.	37
4	0/2.1/1.1/2.2/1.	1.2.3.	37
5	0/1.0/2.1/3.1/4.2/2.	1.2.2.3.4.	37
5	1/1.1/2.1/2.1/4.4/1.	2.2.2.4.	37
5	1/1.1/3.2/0.2/1.2/3.	1.1.3.3.	37
5	1/2.1/3.2/1.2/1.2/2.	1.2.3.3.	37
5	2/0.2/0.2/1.2/1.4/0.	2	37
6	1/1.2/0.2/2.2/2.3/0.4/1.	2.2.2.	37
2	0/1.0/4.	1.1.1.1.1.	36
3	0/1.0/3.0/3.	2.2.3.	36
3	1/1.1/3.2/1.	1.2.2.	36
4	0/2.0/2.1/0.1/2.	1.2.3.	36
5	1/0.2/1.2/2.2/2.3/2.	1.2.2.2.	36
6	0/1.0/2.1/1.1/1.2/0.2/3.	1.2.2.3.	36
7	2/1.2/1.2/2.3/0.3/1.4/2.4/2.	2.2.2.3.	36
8	1/1.1/2.2/1.2/3.3/1.3/3.4/2.4/2.	2.3.4.6.	36
2	1/3.1/5.	1.1.2.2.2.	35
3	0/2.0/2.0/2.	1.2.3.	35
3	0/2.1/1.1/3.	1.1.1.1.2.	35
3	1/1.1/1.2/2.	1.3.	35
4	0/1.1/0.1/0.2/1.	1.1.	35
4	1/0.1/0.1/0.3/1.	1	35
5	0/3.1/0.1/1.1/1.1/2.	2.2.3.	35
5	1/1.1/1.2/3.3/1.3/2.	2.3.3.	35
5	1/1.1/2.2/0.2/2.2/2.	1.3.3.	35
6	0/2.1/2.2/1.2/2.2/2.3/1.	1.1.2.3.3.	35
6	1/0.1/1.1/2.1/3.2/0.2/2.	1.2.2.3.	35
8	2/1.3/1.3/1.4/0.4/1.4/1.4/1.4/1.	2.5.	35
8	3/2.3/2.3/3.4/1.4/2.5/0.5/1.5/2.	4.4.5.	35
3	0/2.1/0.1/4.	1.1.2.2.	34
4	0/1.0/2.0/3.0/4.	1.1.1.2.2.3.	34
4	0/2.0/2.1/1.1/3.	1.2.2.3.	34
4	1/0.1/2.1/2.1/4.	1.2.2.3.	34
5	0/1.2/0.2/2.3/0.3/0.	1.2.	34
5	1/0.1/1.2/0.2/1.2/2.	1.1.2.	34
6	0/1.0/1.0/2.0/3.1/2.1/2.	1.1.2.3.4.	34
